"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
NA	3	"stad"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"stads"	29	"noun"	7.4312	"3"	"3cond-trials"
"glarker"	3	"glark"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"glarkest"	30	"adjective"	7.4312	"3"	"3cond-trials"
"glipper"	3	"glip"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"glippest"	31	"adjective"	7.4312	"3"	"3cond-trials"
NA	3	"teep"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Teeps"	32	"noun"	7.4312	"3"	"3cond-trials"
"coodler"	3	"coodle"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"coodlest"	33	"adjective"	7.4312	"3"	"3cond-trials"
NA	3	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	34	"noun"	7.4312	"filler"	"3cond-trials"
"painted"	3	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	35	"verb"	7.4312	"filler"	"3cond-trials"
NA	3	"zorch"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"zorches"	36	"noun"	7.4312	"3"	"3cond-trials"
"leamed"	3	"leam"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"leaming"	37	"verb"	7.4312	"3"	"3cond-trials"
NA	3	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	38	"noun"	7.4312	"filler"	"3cond-trials"
NA	3	"tesh"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"teshes"	39	"noun"	7.4312	"3"	"3cond-trials"
NA	3	"cheem"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"cheems"	40	"noun"	7.4312	"3"	"3cond-trials"
"jogged"	3	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	41	"verb"	7.4312	"filler"	"3cond-trials"
"softer"	3	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	42	"adjective"	7.4312	"filler"	"3cond-trials"
NA	3	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	43	"noun"	7.4312	"filler"	"3cond-trials"
"farmed"	3	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	44	"verb"	7.4312	"filler"	"3cond-trials"
"slinted"	3	"slint"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"slinting"	45	"verb"	7.4312	"3"	"3cond-trials"
"taller"	3	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	46	"adjective"	7.4312	"filler"	"3cond-trials"
"snelled"	3	"snell"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"snelling"	47	"verb"	7.4312	"3"	"3cond-trials"
"fuppier"	3	"fupp"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"fuppiest"	48	"adjective"	7.4312	"3"	"3cond-trials"
"heacher"	3	"heach"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"heachest"	49	"adjective"	7.4312	"3"	"3cond-trials"
NA	4	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"favorites"	4	"noun"	12.4435333333333	"training"	"4cond-trials"
NA	4	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	12.4435333333333	"training"	"4cond-trials"
NA	4	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	12.4435333333333	"training"	"4cond-trials"
NA	4	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	12.4435333333333	"training"	"4cond-trials"
NA	4	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	12.4435333333333	"training"	"4cond-trials"
NA	4	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	10	"noun"	12.4435333333333	"filler"	"4cond-trials"
"tighter"	4	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	11	"adjective"	12.4435333333333	"filler"	"4cond-trials"
NA	4	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	12	"noun"	12.4435333333333	"filler"	"4cond-trials"
NA	4	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	13	"noun"	12.4435333333333	"filler"	"4cond-trials"
NA	4	"teep"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"teeps"	14	"noun"	12.4435333333333	"4"	"4cond-trials"
"kiter"	4	"kita"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"kitest"	15	"adjective"	12.4435333333333	"4"	"4cond-trials"
NA	4	"tulver"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"tulver"	16	"noun"	12.4435333333333	"4"	"4cond-trials"
"snelled"	4	"snell"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"snelling"	17	"verb"	12.4435333333333	"4"	"4cond-trials"
NA	4	"tesh"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"teshes"	18	"noun"	12.4435333333333	"4"	"4cond-trials"
"jogged"	4	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	19	"verb"	12.4435333333333	"filler"	"4cond-trials"
"glarker"	4	"glark"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"glarkest"	20	"adjective"	12.4435333333333	"4"	"4cond-trials"
"renged"	4	"reng"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"renging"	21	"verb"	12.4435333333333	"4"	"4cond-trials"
"taller"	4	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	22	"adjective"	12.4435333333333	"filler"	"4cond-trials"
"skied"	4	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiiing"	23	"verb"	12.4435333333333	"filler"	"4cond-trials"
"nilted"	4	"nilt"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"nilting"	24	"verb"	12.4435333333333	"4"	"4cond-trials"
"stadded"	4	"stad"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"stadding"	25	"verb"	12.4435333333333	"4"	"4cond-trials"
"dander"	4	"dand"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"dandest"	26	"adjective"	12.4435333333333	"4"	"4cond-trials"
"farmed"	4	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	27	"verb"	12.4435333333333	"filler"	"4cond-trials"
"softer"	4	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	28	"adjective"	12.4435333333333	"filler"	"4cond-trials"
"slinted"	4	"slint"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"slinting"	29	"verb"	12.4435333333333	"4"	"4cond-trials"
"jater"	4	"jate"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"jatest"	30	"adjective"	12.4435333333333	"4"	"4cond-trials"
NA	4	"bize"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"bize"	31	"noun"	12.4435333333333	"4"	"4cond-trials"
NA	4	"cheem"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"cheem"	32	"noun"	12.4435333333333	"4"	"4cond-trials"
NA	4	"coodle"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"coodles"	33	"noun"	12.4435333333333	"4"	"4cond-trials"
"leamed"	4	"leam"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"leaming"	34	"verb"	12.4435333333333	"4"	"4cond-trials"
"fiffiner"	4	"fiffin"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"fiffin"	35	"adjective"	12.4435333333333	"4"	"4cond-trials"
"glipper"	4	"glip"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"glippest"	36	"adjective"	12.4435333333333	"4"	"4cond-trials"
"goker"	4	"goke"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"gokest"	37	"adjective"	12.4435333333333	"4"	"4cond-trials"
NA	4	"wolp"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"wolp"	38	"noun"	12.4435333333333	"4"	"4cond-trials"
NA	4	"stire"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"stires"	39	"noun"	12.4435333333333	"4"	"4cond-trials"
NA	4	"bink"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"binks"	40	"noun"	12.4435333333333	"4"	"4cond-trials"
"fupper"	4	"fupp"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"fuppest"	41	"adjective"	12.4435333333333	"4"	"4cond-trials"
"panked"	4	"pank"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"panking"	42	"verb"	12.4435333333333	"4"	"4cond-trials"
"heacher"	4	"heach"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"heachest"	43	"adjective"	12.4435333333333	"4"	"4cond-trials"
"roaked"	4	"roak"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"roaking"	44	"verb"	12.4435333333333	"4"	"4cond-trials"
"mensed"	4	"mense"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"mensing"	45	"verb"	12.4435333333333	"4"	"4cond-trials"
NA	4	"zorch"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"zorches"	46	"noun"	12.4435333333333	"4"	"4cond-trials"
"kerner"	4	"kern"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"kernest"	47	"adjective"	12.4435333333333	"4"	"4cond-trials"
"painted"	4	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"painting"	48	"verb"	12.4435333333333	"filler"	"4cond-trials"
"pizered"	4	"pizer"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"pizering"	49	"verb"	12.4435333333333	"4"	"4cond-trials"
NA	5	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"favorites"	4	"noun"	24.5318833333333	"training"	"5cond-trials"
NA	5	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	24.5318833333333	"training"	"5cond-trials"
NA	5	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"made a wonderful dinner"	6	"verb"	24.5318833333333	"training"	"5cond-trials"
NA	5	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"most affectionate"	7	"adjective"	24.5318833333333	"training"	"5cond-trials"
NA	5	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"more difficult"	8	"adjective"	24.5318833333333	"training"	"5cond-trials"
NA	5	"tulver"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Tulvers"	10	"noun"	24.5318833333333	"5"	"5cond-trials"
"leamier"	5	"leam"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"leamest"	11	"adjective"	24.5318833333333	"5"	"5cond-trials"
"stadded"	5	"stad"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"stadding"	12	"verb"	24.5318833333333	"5"	"5cond-trials"
"jogged"	5	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	13	"verb"	24.5318833333333	"filler"	"5cond-trials"
"glarkier"	5	"glark"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"glarkiest"	14	"adjective"	24.5318833333333	"5"	"5cond-trials"
NA	5	"teep"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"teeps"	15	"noun"	24.5318833333333	"5"	"5cond-trials"
"tried to slint"	5	"slint"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"slinting"	16	"verb"	24.5318833333333	"5"	"5cond-trials"
NA	5	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	17	"noun"	24.5318833333333	"filler"	"5cond-trials"
"pizered"	5	"pizer"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"pizering"	18	"verb"	24.5318833333333	"5"	"5cond-trials"
"tighter"	5	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tighest"	19	"adjective"	24.5318833333333	"filler"	"5cond-trials"
NA	5	"dand"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"dands"	20	"noun"	24.5318833333333	"5"	"5cond-trials"
"fuppier"	5	"fupp"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"fuppiest"	21	"adjective"	24.5318833333333	"5"	"5cond-trials"
"farmed"	5	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	22	"verb"	24.5318833333333	"filler"	"5cond-trials"
NA	5	"zorch"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"zorch attachments"	23	"noun"	24.5318833333333	"5"	"5cond-trials"
"mensed"	5	"mense"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"mensing"	24	"verb"	24.5318833333333	"5"	"5cond-trials"
"panked"	5	"pank"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"panking"	25	"verb"	24.5318833333333	"5"	"5cond-trials"
"taller"	5	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	26	"adjective"	24.5318833333333	"filler"	"5cond-trials"
"gokier"	5	"goke"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"gokiest"	27	"adjective"	24.5318833333333	"5"	"5cond-trials"
NA	5	"bize"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"bizes"	28	"noun"	24.5318833333333	"5"	"5cond-trials"
"glippier"	5	"glip"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"glippiest"	29	"adjective"	24.5318833333333	"5"	"5cond-trials"
"better kita "	5	"kita"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"best kita"	30	"adjective"	24.5318833333333	"5"	"5cond-trials"
"snelled"	5	"snell"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"snelling"	31	"verb"	24.5318833333333	"5"	"5cond-trials"
"softer"	5	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	32	"adjective"	24.5318833333333	"filler"	"5cond-trials"
"roaked"	5	"roak"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"roaking"	33	"verb"	24.5318833333333	"5"	"5cond-trials"
"better kern"	5	"kern"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"best kern"	34	"adjective"	24.5318833333333	"5"	"5cond-trials"
NA	5	"bink"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"binks"	35	"noun"	24.5318833333333	"5"	"5cond-trials"
NA	5	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	36	"noun"	24.5318833333333	"filler"	"5cond-trials"
NA	5	"cheem"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"cheems"	37	"noun"	24.5318833333333	"5"	"5cond-trials"
NA	5	"wolp"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"wolps"	38	"noun"	24.5318833333333	"5"	"5cond-trials"
"painted"	5	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	39	"verb"	24.5318833333333	"filler"	"5cond-trials"
"nilt"	5	"nilt"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"nilting"	40	"verb"	24.5318833333333	"5"	"5cond-trials"
NA	5	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	41	"noun"	24.5318833333333	"filler"	"5cond-trials"
NA	5	"tesh"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"teshes"	42	"noun"	24.5318833333333	"5"	"5cond-trials"
"jatier"	5	"jate"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"jatiest"	43	"adjective"	24.5318833333333	"5"	"5cond-trials"
"heachier"	5	"heach"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"heachiest"	44	"adjective"	24.5318833333333	"5"	"5cond-trials"
"skied"	5	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	45	"verb"	24.5318833333333	"filler"	"5cond-trials"
NA	5	"coodle"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"coodles"	46	"noun"	24.5318833333333	"5"	"5cond-trials"
"more fiffin"	5	"fiffin"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"most fiffin"	47	"adjective"	24.5318833333333	"5"	"5cond-trials"
"renged"	5	"reng"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"renging"	48	"verb"	24.5318833333333	"5"	"5cond-trials"
"stired"	5	"stire"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"stiring"	49	"verb"	24.5318833333333	"5"	"5cond-trials"
NA	6	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"bears"	4	"noun"	11.3199166666667	"training"	"6cond-trials"
NA	6	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	11.3199166666667	"training"	"6cond-trials"
NA	6	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	11.3199166666667	"training"	"6cond-trials"
NA	6	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	11.3199166666667	"training"	"6cond-trials"
NA	6	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	11.3199166666667	"training"	"6cond-trials"
"menser"	6	"mense"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"mensest"	10	"adjective"	11.3199166666667	"6"	"6cond-trials"
"taller"	6	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	11	"adjective"	11.3199166666667	"filler"	"6cond-trials"
"glarker"	6	"glark"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"glarkest"	12	"adjective"	11.3199166666667	"6"	"6cond-trials"
"leamer"	6	"leam"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"leamest"	13	"adjective"	11.3199166666667	"6"	"6cond-trials"
NA	6	"bink"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"binks"	14	"noun"	11.3199166666667	"6"	"6cond-trials"
NA	6	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	15	"noun"	11.3199166666667	"filler"	"6cond-trials"
NA	6	"zorch"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"zorches"	16	"noun"	11.3199166666667	"6"	"6cond-trials"
"roaked"	6	"roak"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"roaking"	17	"verb"	11.3199166666667	"6"	"6cond-trials"
"painted"	6	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	18	"verb"	11.3199166666667	"filler"	"6cond-trials"
"jater"	6	"jate"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"jatest"	19	"adjective"	11.3199166666667	"6"	"6cond-trials"
"heacher"	6	"heach"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"heachest"	20	"adjective"	11.3199166666667	"6"	"6cond-trials"
"stired"	6	"stire"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"stiring"	21	"verb"	11.3199166666667	"6"	"6cond-trials"
"jogged"	6	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	22	"verb"	11.3199166666667	"filler"	"6cond-trials"
"pized"	6	"pizer"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"pizing"	23	"verb"	11.3199166666667	"6"	"6cond-trials"
"snelled"	6	"snell"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"snelling"	24	"verb"	11.3199166666667	"6"	"6cond-trials"
"fupper"	6	"fupp"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"fuppest"	25	"adjective"	11.3199166666667	"6"	"6cond-trials"
"nilted"	6	"nilt"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"nilting"	26	"verb"	11.3199166666667	"6"	"6cond-trials"
NA	6	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	27	"noun"	11.3199166666667	"filler"	"6cond-trials"
