response1_type	response1	response2_type	response2	root	context	Answer.condition	item	workerid	slide_number	category	Answer.time_in_minutes	condition	participant
1	fupps	NA	NA	fupp	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	12	nonce	0	15	noun	21.65155	12	12cond-trials
1	gokes	NA	NA	goke	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	12	nonce	0	18	noun	21.65155	12	12cond-trials
1	jates	NA	NA	jate	This is a XXX. Now there is another one. There are two of them. There are two YYY.	12	nonce	0	23	noun	21.65155	12	12cond-trials
1	heaches	NA	NA	heach	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	12	nonce	0	25	noun	21.65155	12	12cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	12	real	0	30	noun	21.65155	filler	12cond-trials
1	Dands	NA	NA	dand	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	12	nonce	0	34	noun	21.65155	12	12cond-trials
1	glips	NA	NA	glip	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	12	nonce	0	37	noun	21.65155	12	12cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	12	real	0	38	noun	21.65155	filler	12cond-trials
1	cheems	NA	NA	cheem	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	12	nonce	0	39	noun	21.65155	12	12cond-trials
1	glarks	NA	NA	glark	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	12	nonce	0	40	noun	21.65155	12	12cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	12	real	0	41	noun	21.65155	filler	12cond-trials
1	coodles	NA	NA	coodle	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	12	nonce	0	48	noun	21.65155	12	12cond-trials
1	bears	NA	NA	bear	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	13	real	0	4	noun	8.0763	training	13cond-trials
1	Fiffins	NA	NA	fiffin	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	13	nonce	0	16	noun	8.0763	13	13cond-trials
1	heaches	NA	NA	heach	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	13	nonce	0	17	noun	8.0763	13	13cond-trials
1	gokes	NA	NA	goke	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	13	nonce	0	18	noun	8.0763	13	13cond-trials
1	dands	NA	NA	dand	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	13	nonce	0	19	noun	8.0763	13	13cond-trials
1	coodles	NA	NA	coodle	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	13	nonce	0	22	noun	8.0763	13	13cond-trials
1	kerns	NA	NA	kern	This is a XXX. Now there is another one. There are two of them. There are two YYY.	13	nonce	0	23	noun	8.0763	13	13cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	13	real	0	24	noun	8.0763	filler	13cond-trials
1	fupps	NA	NA	fupp	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	13	nonce	0	27	noun	8.0763	13	13cond-trials
1	glips	NA	NA	glip	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	13	nonce	0	33	noun	8.0763	13	13cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	13	real	0	36	noun	8.0763	filler	13cond-trials
1	jates	NA	NA	jate	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	13	nonce	0	38	noun	8.0763	13	13cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	13	real	0	40	noun	8.0763	filler	13cond-trials
1	glarks	NA	NA	glark	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	13	nonce	0	44	noun	8.0763	13	13cond-trials
1	fiffins	NA	NA	fiffin	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	15	nonce	0	13	noun	14.1087166667	15	15cond-trials
1	kerns	NA	NA	kern	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	15	nonce	0	15	noun	14.1087166667	15	15cond-trials
1	heach's	NA	NA	heach	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	15	nonce	0	16	noun	14.1087166667	15	15cond-trials
1	glips	NA	NA	glip	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	15	nonce	0	18	noun	14.1087166667	15	15cond-trials
1	glarks	NA	NA	glark	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	15	nonce	0	20	noun	14.1087166667	15	15cond-trials
1	fupps	NA	NA	fupp	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	15	nonce	0	22	noun	14.1087166667	15	15cond-trials
1	jates	NA	NA	jate	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	15	nonce	0	24	noun	14.1087166667	15	15cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	15	real	0	27	noun	14.1087166667	filler	15cond-trials
1	kitas	NA	NA	kita	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	15	nonce	0	28	noun	14.1087166667	15	15cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	15	real	0	30	noun	14.1087166667	filler	15cond-trials
1	leams	NA	NA	leam	This is a XXX. Now there is another one. There are two of them. There are two YYY.	15	nonce	0	37	noun	14.1087166667	15	15cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	15	real	0	38	noun	14.1087166667	filler	15cond-trials
1	Gokes	NA	NA	goke	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	15	nonce	0	44	noun	14.1087166667	15	15cond-trials
1	menses	NA	NA	mense	This is a XXX. Now there is another one. There are two of them. There are two YYY.	16	nonce	0	11	noun	15.8644666667	16	16cond-trials
1	kerns	NA	NA	kern	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	16	nonce	0	13	noun	15.8644666667	16	16cond-trials
1	kitas	NA	NA	kita	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	16	nonce	0	16	noun	15.8644666667	16	16cond-trials
1	glips	NA	NA	glip	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	16	nonce	0	19	noun	15.8644666667	16	16cond-trials
1	leams	NA	NA	leam	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	16	nonce	0	20	noun	15.8644666667	16	16cond-trials
1	heaches	NA	NA	heach	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	16	nonce	0	23	noun	15.8644666667	16	16cond-trials
1	gokes	NA	NA	goke	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	16	nonce	0	25	noun	15.8644666667	16	16cond-trials
1	fupps	NA	NA	fupp	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	16	nonce	0	28	noun	15.8644666667	16	16cond-trials
1	glarks	NA	NA	glark	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	16	nonce	0	34	noun	15.8644666667	16	16cond-trials
1	jates	NA	NA	jate	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	16	nonce	0	37	noun	15.8644666667	16	16cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	16	real	0	38	noun	15.8644666667	filler	16cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	16	real	0	47	noun	15.8644666667	filler	16cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	16	real	0	49	noun	15.8644666667	filler	16cond-trials
1	bears	NA	NA	bear	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	17	real	0	4	noun	12.6699666667	training	17cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	17	real	0	10	noun	12.6699666667	filler	17cond-trials
1	heaches	NA	NA	heach	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	17	nonce	0	15	noun	12.6699666667	17	17cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	17	real	0	20	noun	12.6699666667	filler	17cond-trials
1	Glips	NA	NA	glip	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	17	nonce	0	30	noun	12.6699666667	17	17cond-trials
1	menses	NA	NA	mense	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	17	nonce	0	31	noun	12.6699666667	17	17cond-trials
1	kerns	NA	NA	kern	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	17	nonce	0	33	noun	12.6699666667	17	17cond-trials
1	jates	NA	NA	jate	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	17	nonce	0	34	noun	12.6699666667	17	17cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	17	real	0	35	noun	12.6699666667	filler	17cond-trials
1	nilts	NA	NA	nilt	This is a XXX. Now there is another one. There are two of them. There are two YYY.	17	nonce	0	41	noun	12.6699666667	17	17cond-trials
1	leams	NA	NA	leam	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	17	nonce	0	43	noun	12.6699666667	17	17cond-trials
1	gokes	NA	NA	goke	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	17	nonce	0	44	noun	12.6699666667	17	17cond-trials
1	glarks	NA	NA	glark	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	17	nonce	0	45	noun	12.6699666667	17	17cond-trials
1	kitas	NA	NA	kita	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	17	nonce	0	46	noun	12.6699666667	17	17cond-trials
1	glips	NA	NA	glip	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	18	nonce	0	11	noun	23.77995	18	18cond-trials
1	kerns	NA	NA	kern	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	18	nonce	0	12	noun	23.77995	18	18cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	18	real	0	18	noun	23.77995	filler	18cond-trials
1	panks	NA	NA	pank	This is a XXX. Now there is another one. There are two of them. There are two YYY.	18	nonce	0	27	noun	23.77995	18	18cond-trials
1	leams	NA	NA	leam	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	18	nonce	0	28	noun	23.77995	18	18cond-trials
1	menses	NA	NA	mense	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	18	nonce	0	29	noun	23.77995	18	18cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	18	real	0	33	noun	23.77995	filler	18cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	18	real	0	35	noun	23.77995	filler	18cond-trials
1	nilts	NA	NA	nilt	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	18	nonce	0	37	noun	23.77995	18	18cond-trials
1	jates	NA	NA	jate	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	18	nonce	0	46	noun	23.77995	18	18cond-trials
1	kitas	NA	NA	kita	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	18	nonce	0	47	noun	23.77995	18	18cond-trials
1	glarks	NA	NA	glark	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	18	nonce	0	48	noun	23.77995	18	18cond-trials
1	bears	NA	NA	bear	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	19	real	0	4	noun	6.1756166667	training	19cond-trials
1	nilts	NA	NA	nilt	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	19	nonce	0	15	noun	6.1756166667	19	19cond-trials
1	Jates	NA	NA	jate	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	19	nonce	0	18	noun	6.1756166667	19	19cond-trials
1	pizers	NA	NA	pizer	This is a XXX. Now there is another one. There are two of them. There are two YYY.	19	nonce	0	24	noun	6.1756166667	19	19cond-trials
1	leams	NA	NA	leam	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	19	nonce	0	30	noun	6.1756166667	19	19cond-trials
1	heaches	NA	NA	heach	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	19	nonce	0	34	noun	6.1756166667	19	19cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	19	real	0	37	noun	6.1756166667	filler	19cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	19	real	0	38	noun	6.1756166667	filler	19cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	19	real	0	40	noun	6.1756166667	filler	19cond-trials
1	menses	NA	NA	mense	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	19	nonce	0	45	noun	6.1756166667	19	19cond-trials
1	panks	NA	NA	pank	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	19	nonce	0	47	noun	6.1756166667	19	19cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	1	real	0	10	noun	16.5602833333	filler	1cond-trials
1	wolps	NA	NA	wolp	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	1	nonce	0	12	noun	16.5602833333	1	1cond-trials
1	binks	NA	NA	bink	This is a XXX. Now there is another one. There are two of them. There are two YYY.	1	nonce	0	18	noun	16.5602833333	1	1cond-trials
1	slints	NA	NA	slint	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	1	nonce	0	19	noun	16.5602833333	1	1cond-trials
1	stires	NA	NA	stire	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	1	nonce	0	21	noun	16.5602833333	1	1cond-trials
1	tulvers	NA	NA	tulver	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	1	nonce	0	22	noun	16.5602833333	1	1cond-trials
1	zorches	NA	NA	zorch	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	1	nonce	0	23	noun	16.5602833333	1	1cond-trials
1	snells	NA	NA	snell	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	1	nonce	0	25	noun	16.5602833333	1	1cond-trials
1	teeps	NA	NA	teep	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	1	nonce	0	30	noun	16.5602833333	1	1cond-trials
1	Stads	NA	NA	stad	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	1	nonce	0	32	noun	16.5602833333	1	1cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	1	real	0	33	noun	16.5602833333	filler	1cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	1	real	0	42	noun	16.5602833333	filler	1cond-trials
1	teshes	NA	NA	tesh	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	1	nonce	0	48	noun	16.5602833333	1	1cond-trials
1	nilts	NA	NA	nilt	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	20	nonce	0	11	noun	13.0430666667	20	20cond-trials
1	jates	NA	NA	jate	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	20	nonce	0	12	noun	13.0430666667	20	20cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	20	real	0	14	noun	13.0430666667	filler	20cond-trials
1	kita's	NA	NA	kita	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	20	nonce	0	18	noun	13.0430666667	20	20cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	20	real	0	46	noun	13.0430666667	filler	20cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	20	real	0	47	noun	13.0430666667	filler	20cond-trials
1	bears	NA	NA	bear	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	21	real	0	4	noun	8.8744333333	training	21cond-trials
1	pizers	NA	NA	pizer	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	21	nonce	0	19	noun	8.8744333333	21	21cond-trials
1	jates	NA	NA	jate	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	21	nonce	0	20	noun	8.8744333333	21	21cond-trials
1	roaks	NA	NA	roak	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	21	nonce	0	21	noun	8.8744333333	21	21cond-trials
1	leams	NA	NA	leam	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	21	nonce	0	22	noun	8.8744333333	21	21cond-trials
1	nilts	NA	NA	nilt	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	21	nonce	0	25	noun	8.8744333333	21	21cond-trials
1	panks	NA	NA	pank	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	21	nonce	0	27	noun	8.8744333333	21	21cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	21	real	0	29	noun	8.8744333333	filler	21cond-trials
1	rengs	NA	NA	reng	This is a XXX. Now there is another one. There are two of them. There are two YYY.	21	nonce	0	30	noun	8.8744333333	21	21cond-trials
1	kerns	NA	NA	kern	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	21	nonce	0	31	noun	8.8744333333	21	21cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	21	real	0	36	noun	8.8744333333	filler	21cond-trials
1	kitas	NA	NA	kita	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	21	nonce	0	45	noun	8.8744333333	21	21cond-trials
1	menses	NA	NA	mense	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	21	nonce	0	49	noun	8.8744333333	21	21cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	22	real	0	40	noun	23.8758833333	filler	22cond-trials
1	Menses	NA	NA	mense	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	23	nonce	0	15	noun	8.8027833333	23	23cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	23	real	0	19	noun	8.8027833333	filler	23cond-trials
1	kitas	NA	NA	kita	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	23	nonce	0	26	noun	8.8027833333	23	23cond-trials
1	leams	NA	NA	leam	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	23	nonce	0	29	noun	8.8027833333	23	23cond-trials
1	panks	NA	NA	pank	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	23	nonce	0	31	noun	8.8027833333	23	23cond-trials
1	rengs	NA	NA	reng	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	23	nonce	0	32	noun	8.8027833333	23	23cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	23	real	0	34	noun	8.8027833333	filler	23cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	23	real	0	38	noun	8.8027833333	filler	23cond-trials
1	snells	NA	NA	snell	This is a XXX. Now there is another one. There are two of them. There are two YYY.	23	nonce	0	39	noun	8.8027833333	23	23cond-trials
1	pizers	NA	NA	pizer	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	23	nonce	0	40	noun	8.8027833333	23	23cond-trials
1	roaks	NA	NA	roak	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	23	nonce	0	45	noun	8.8027833333	23	23cond-trials
1	snells	NA	NA	snell	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	24	nonce	0	10	noun	19.8663666667	24	24cond-trials
1	stads	NA	NA	stad	This is a XXX. Now there is another one. There are two of them. There are two YYY.	24	nonce	0	16	noun	19.8663666667	24	24cond-trials
1	rengs	NA	NA	reng	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	24	nonce	0	19	noun	19.8663666667	24	24cond-trials
1	bears	NA	NA	bear	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	25	real	0	4	noun	11.7671666667	training	25cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	25	real	0	18	noun	11.7671666667	filler	25cond-trials
1	slints	NA	NA	slint	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	25	nonce	0	20	noun	11.7671666667	25	25cond-trials
1	stads	NA	NA	stad	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	25	nonce	0	23	noun	11.7671666667	25	25cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	25	real	0	24	noun	11.7671666667	filler	25cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	25	real	0	29	noun	11.7671666667	filler	25cond-trials
1	roaks	NA	NA	roak	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	25	nonce	0	32	noun	11.7671666667	25	25cond-trials
1	stires	NA	NA	stire	This is a XXX. Now there is another one. There are two of them. There are two YYY.	25	nonce	0	33	noun	11.7671666667	25	25cond-trials
1	rengs	NA	NA	reng	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	25	nonce	0	37	noun	11.7671666667	25	25cond-trials
1	pizers	NA	NA	pizer	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	25	nonce	0	40	noun	11.7671666667	25	25cond-trials
1	snells	NA	NA	snell	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	25	nonce	0	42	noun	11.7671666667	25	25cond-trials
1	Panks	NA	NA	pank	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	25	nonce	0	47	noun	11.7671666667	25	25cond-trials
1	menses	NA	NA	mense	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	25	nonce	0	48	noun	11.7671666667	25	25cond-trials
1	nilts	NA	NA	nilt	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	25	nonce	0	49	noun	11.7671666667	25	25cond-trials
1	panks	NA	NA	pank	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	26	nonce	0	15	noun	18.9123833333	26	26cond-trials
1	Slints	NA	NA	slint	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	26	nonce	0	21	noun	18.9123833333	26	26cond-trials
1	stads	NA	NA	stad	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	26	nonce	0	22	noun	18.9123833333	26	26cond-trials
1	teeps	NA	NA	teep	This is a XXX. Now there is another one. There are two of them. There are two YYY.	26	nonce	0	24	noun	18.9123833333	26	26cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	26	real	0	26	noun	18.9123833333	filler	26cond-trials
1	Pizers	NA	NA	pizer	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	26	nonce	0	27	noun	18.9123833333	26	26cond-trials
1	nilts	NA	NA	nilt	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	26	nonce	0	29	noun	18.9123833333	26	26cond-trials
1	stires	NA	NA	stire	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	26	nonce	0	35	noun	18.9123833333	26	26cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	26	real	0	40	noun	18.9123833333	filler	26cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	26	real	0	48	noun	18.9123833333	filler	26cond-trials
1	pets	NA	NA	pet	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	27	real	0	12	noun	17.4265833333	filler	27cond-trials
1	tattoos	NA	NA	tattoo	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	27	real	0	42	noun	17.4265833333	filler	27cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	27	real	0	48	noun	17.4265833333	filler	27cond-trials
1	tulvers	NA	NA	tulver	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	29	nonce	0	11	noun	13.8390333333	29	29cond-trials
1	cakes	NA	NA	cake	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	29	real	0	12	noun	13.8390333333	filler	29cond-trials
